,domain_20
s_016um_00070_00040-1,8
s_016um_00165_00164-1,17
s_016um_00238_00049-1,17
s_016um_00024_00253-1,12
s_016um_00142_00312-1,9
s_016um_00097_00180-1,9
s_016um_00178_00126-1,9
s_016um_00107_00335-1,11
s_016um_00013_00159-1,8
s_016um_00244_00327-1,1
s_016um_00017_00020-1,6
s_016um_00120_00126-1,11
s_016um_00019_00139-1,8
s_016um_00136_00130-1,8
s_016um_00286_00122-1,7
s_016um_00120_00323-1,5
s_016um_00137_00149-1,17
s_016um_00180_00380-1,1
s_016um_00131_00412-1,13
s_016um_00107_00213-1,8
s_016um_00039_00047-1,8
s_016um_00301_00035-1,9
s_016um_00313_00318-1,9
s_016um_00275_00225-1,11
s_016um_00302_00049-1,15
s_016um_00339_00218-1,12
s_016um_00082_00077-1,9
s_016um_00052_00088-1,6
s_016um_00352_00254-1,4
s_016um_00127_00326-1,17
s_016um_00221_00293-1,11
s_016um_00075_00071-1,9
s_016um_00242_00077-1,11
s_016um_00005_00224-1,8
s_016um_00046_00055-1,8
s_016um_00067_00025-1,6
s_016um_00213_00397-1,12
s_016um_00182_00372-1,20
s_016um_00163_00002-1,17
s_016um_00148_00123-1,8
s_016um_00066_00096-1,8
s_016um_00171_00007-1,6
s_016um_00016_00401-1,11
s_016um_00298_00252-1,18
s_016um_00002_00244-1,6
s_016um_00120_00035-1,9
s_016um_00340_00211-1,7
s_016um_00038_00237-1,9
s_016um_00050_00103-1,8
s_016um_00161_00220-1,8
s_016um_00265_00362-1,16
s_016um_00210_00200-1,8
s_016um_00050_00110-1,3
s_016um_00229_00377-1,12
s_016um_00041_00117-1,8
s_016um_00304_00238-1,17
s_016um_00232_00213-1,18
s_016um_00249_00179-1,8
s_016um_00227_00336-1,14
s_016um_00066_00390-1,20
s_016um_00029_00125-1,8
s_016um_00079_00024-1,8
s_016um_00073_00102-1,9
s_016um_00220_00102-1,5
s_016um_00214_00106-1,9
s_016um_00318_00329-1,11
s_016um_00106_00178-1,13
s_016um_00221_00085-1,6
s_016um_00248_00178-1,8
s_016um_00227_00264-1,5
s_016um_00225_00026-1,15
s_016um_00317_00061-1,8
s_016um_00103_00231-1,5
s_016um_00247_00141-1,11
s_016um_00103_00238-1,12
s_016um_00187_00040-1,9
s_016um_00270_00307-1,10
s_016um_00325_00233-1,11
s_016um_00051_00337-1,17
s_016um_00087_00063-1,3
s_016um_00109_00363-1,16
s_016um_00252_00287-1,17
s_016um_00171_00334-1,17
s_016um_00045_00397-1,16
s_016um_00187_00329-1,11
s_016um_00023_00260-1,12
s_016um_00243_00295-1,17
s_016um_00283_00142-1,17
s_016um_00354_00272-1,18
s_016um_00372_00331-1,8
s_016um_00296_00126-1,17
s_016um_00231_00339-1,11
s_016um_00235_00367-1,12
s_016um_00138_00407-1,1
s_016um_00030_00375-1,11
s_016um_00235_00186-1,6
s_016um_00242_00342-1,6
s_016um_00072_00162-1,8
s_016um_00192_00002-1,12
s_016um_00033_00066-1,6
s_016um_00317_00242-1,16
s_016um_00041_00267-1,5
s_016um_00377_00260-1,8
s_016um_00237_00040-1,13
s_016um_00300_00097-1,11
s_016um_00291_00244-1,11
s_016um_00208_00203-1,8
s_016um_00108_00176-1,3
s_016um_00059_00296-1,18
s_016um_00258_00368-1,18
s_016um_00181_00372-1,15
s_016um_00036_00388-1,18
s_016um_00024_00111-1,6
s_016um_00117_00245-1,8
s_016um_00290_00340-1,8
s_016um_00203_00371-1,20
s_016um_00319_00238-1,11
s_016um_00007_00063-1,9
s_016um_00103_00265-1,5
s_016um_00188_00097-1,7
s_016um_00008_00149-1,8
s_016um_00263_00261-1,1
s_016um_00170_00076-1,9
s_016um_00084_00241-1,16
s_016um_00133_00167-1,18
s_016um_00022_00364-1,17
s_016um_00023_00412-1,11
s_016um_00018_00399-1,11
s_016um_00034_00287-1,18
s_016um_00103_00159-1,3
s_016um_00301_00190-1,16
s_016um_00103_00239-1,12
s_016um_00285_00023-1,12
s_016um_00220_00138-1,10
s_016um_00305_00281-1,1
s_016um_00047_00026-1,8
s_016um_00196_00281-1,11
s_016um_00172_00369-1,9
s_016um_00155_00397-1,14
s_016um_00279_00389-1,8
s_016um_00336_00348-1,11
s_016um_00060_00125-1,9
s_016um_00364_00230-1,10
s_016um_00040_00242-1,6
s_016um_00288_00350-1,8
s_016um_00200_00372-1,11
s_016um_00301_00332-1,12
s_016um_00292_00379-1,13
s_016um_00231_00262-1,8
s_016um_00129_00230-1,5
s_016um_00026_00100-1,8
s_016um_00110_00134-1,17
s_016um_00084_00267-1,5
s_016um_00354_00288-1,11
s_016um_00315_00382-1,17
s_016um_00100_00138-1,9
s_016um_00310_00081-1,4
s_016um_00311_00368-1,11
s_016um_00265_00193-1,17
s_016um_00000_00055-1,6
s_016um_00115_00068-1,9
s_016um_00065_00194-1,9
s_016um_00308_00315-1,16
s_016um_00114_00313-1,12
s_016um_00163_00179-1,3
s_016um_00206_00257-1,5
s_016um_00005_00386-1,13
s_016um_00264_00169-1,1
s_016um_00024_00279-1,9
s_016um_00177_00096-1,9
s_016um_00151_00125-1,18
s_016um_00204_00333-1,1
s_016um_00265_00335-1,1
s_016um_00190_00275-1,15
s_016um_00234_00096-1,16
s_016um_00240_00165-1,18
s_016um_00025_00276-1,12
s_016um_00118_00230-1,5
s_016um_00279_00062-1,18
s_016um_00286_00390-1,18
s_016um_00315_00240-1,11
s_016um_00339_00316-1,13
s_016um_00082_00385-1,16
s_016um_00003_00087-1,6
s_016um_00079_00124-1,8
s_016um_00063_00200-1,3
s_016um_00006_00119-1,8
s_016um_00225_00061-1,6
s_016um_00147_00120-1,18
s_016um_00185_00198-1,18
s_016um_00156_00406-1,11
s_016um_00172_00208-1,7
s_016um_00289_00274-1,17
s_016um_00084_00192-1,8
s_016um_00293_00051-1,13
s_016um_00121_00293-1,5
s_016um_00059_00160-1,8
s_016um_00186_00129-1,6
s_016um_00365_00235-1,5
s_016um_00317_00368-1,13
s_016um_00305_00207-1,11
s_016um_00296_00267-1,11
s_016um_00328_00230-1,13
s_016um_00118_00374-1,1
s_016um_00238_00007-1,5
s_016um_00010_00033-1,6
s_016um_00268_00268-1,1
s_016um_00216_00076-1,9
s_016um_00184_00188-1,3
s_016um_00142_00262-1,18
s_016um_00307_00047-1,8
s_016um_00315_00383-1,17
s_016um_00302_00414-1,16
s_016um_00236_00071-1,11
s_016um_00044_00149-1,6
s_016um_00029_00306-1,19
s_016um_00126_00172-1,6
s_016um_00079_00265-1,5
s_016um_00343_00250-1,13
s_016um_00237_00270-1,17
s_016um_00133_00311-1,8
s_016um_00141_00085-1,18
s_016um_00301_00302-1,5
s_016um_00251_00154-1,1
s_016um_00149_00036-1,15
s_016um_00176_00233-1,15
s_016um_00003_00260-1,12
s_016um_00243_00100-1,14
s_016um_00021_00145-1,12
s_016um_00233_00302-1,17
s_016um_00091_00228-1,15
s_016um_00242_00327-1,16
s_016um_00075_00279-1,5
s_016um_00173_00330-1,1
s_016um_00308_00337-1,6
s_016um_00204_00221-1,9
s_016um_00214_00335-1,14
s_016um_00005_00195-1,8
s_016um_00001_00300-1,6
s_016um_00206_00221-1,6
s_016um_00190_00195-1,16
s_016um_00010_00063-1,9
s_016um_00053_00273-1,8
s_016um_00066_00037-1,8
s_016um_00108_00079-1,17
s_016um_00310_00237-1,17
s_016um_00243_00009-1,8
s_016um_00193_00003-1,10
s_016um_00151_00218-1,6
s_016um_00314_00324-1,13
s_016um_00029_00029-1,6
s_016um_00246_00037-1,18
s_016um_00164_00182-1,3
s_016um_00025_00260-1,8
s_016um_00185_00335-1,12
s_016um_00097_00297-1,19
s_016um_00341_00384-1,3
s_016um_00095_00345-1,11
s_016um_00323_00378-1,11
s_016um_00191_00395-1,5
s_016um_00331_00354-1,4
s_016um_00339_00396-1,8
s_016um_00067_00037-1,6
s_016um_00085_00195-1,8
s_016um_00293_00262-1,11
s_016um_00205_00205-1,6
s_016um_00201_00398-1,4
s_016um_00253_00049-1,17
s_016um_00005_00384-1,13
s_016um_00212_00377-1,4
s_016um_00226_00306-1,17
s_016um_00051_00166-1,8
s_016um_00082_00350-1,13
s_016um_00100_00094-1,10
s_016um_00069_00014-1,6
s_016um_00215_00350-1,16
s_016um_00056_00084-1,8
s_016um_00195_00379-1,20
s_016um_00227_00364-1,16
s_016um_00320_00326-1,17
s_016um_00274_00020-1,17
s_016um_00251_00227-1,1
s_016um_00072_00078-1,6
s_016um_00169_00401-1,19
s_016um_00269_00008-1,16
s_016um_00142_00062-1,18
s_016um_00138_00096-1,17
s_016um_00177_00047-1,3
s_016um_00227_00290-1,17
s_016um_00202_00330-1,1
s_016um_00035_00400-1,11
s_016um_00116_00022-1,18
s_016um_00247_00089-1,17
s_016um_00246_00385-1,8
s_016um_00319_00359-1,11
s_016um_00309_00381-1,16
s_016um_00288_00382-1,11
s_016um_00068_00269-1,5
s_016um_00388_00247-1,16
s_016um_00304_00407-1,1
s_016um_00014_00092-1,8
s_016um_00123_00232-1,19
s_016um_00214_00208-1,16
s_016um_00120_00067-1,7
s_016um_00069_00191-1,8
s_016um_00051_00091-1,6
s_016um_00205_00066-1,8
s_016um_00293_00269-1,11
s_016um_00195_00165-1,3
s_016um_00216_00148-1,6
s_016um_00063_00221-1,8
s_016um_00185_00095-1,9
s_016um_00046_00150-1,8
s_016um_00279_00202-1,1
s_016um_00281_00173-1,16
s_016um_00218_00357-1,11
s_016um_00129_00384-1,11
s_016um_00033_00186-1,9
s_016um_00277_00117-1,20
s_016um_00044_00249-1,19
s_016um_00321_00116-1,18
s_016um_00109_00114-1,8
s_016um_00144_00242-1,6
s_016um_00285_00232-1,17
s_016um_00018_00247-1,9
s_016um_00364_00289-1,8
s_016um_00349_00349-1,8
s_016um_00133_00231-1,12
s_016um_00132_00009-1,18
s_016um_00138_00237-1,12
s_016um_00213_00013-1,17
s_016um_00233_00011-1,8
s_016um_00089_00106-1,3
s_016um_00216_00039-1,8
s_016um_00260_00155-1,16
s_016um_00102_00412-1,16
s_016um_00146_00047-1,9
s_016um_00305_00363-1,9
s_016um_00237_00287-1,11
s_016um_00045_00131-1,3
s_016um_00104_00273-1,8
s_016um_00119_00156-1,9
s_016um_00166_00339-1,11
s_016um_00055_00333-1,12
s_016um_00081_00391-1,16
s_016um_00384_00254-1,8
s_016um_00010_00117-1,9
s_016um_00099_00210-1,9
s_016um_00177_00013-1,10
s_016um_00033_00368-1,10
s_016um_00267_00156-1,17
s_016um_00264_00254-1,18
s_016um_00054_00338-1,13
s_016um_00190_00400-1,4
s_016um_00220_00252-1,12
s_016um_00019_00186-1,8
s_016um_00031_00336-1,16
s_016um_00214_00183-1,9
s_016um_00013_00147-1,6
s_016um_00027_00405-1,11
s_016um_00307_00021-1,10
s_016um_00185_00003-1,10
s_016um_00020_00184-1,8
s_016um_00222_00073-1,6
s_016um_00002_00028-1,9
s_016um_00326_00304-1,13
s_016um_00222_00122-1,6
s_016um_00087_00123-1,9
s_016um_00196_00290-1,17
s_016um_00029_00195-1,8
s_016um_00040_00389-1,11
s_016um_00302_00060-1,8
s_016um_00195_00210-1,3
s_016um_00054_00184-1,8
s_016um_00116_00221-1,6
s_016um_00350_00378-1,20
s_016um_00290_00102-1,11
s_016um_00343_00388-1,20
s_016um_00056_00000-1,9
s_016um_00090_00288-1,19
s_016um_00062_00131-1,8
s_016um_00238_00321-1,8
s_016um_00060_00226-1,8
s_016um_00305_00012-1,8
s_016um_00182_00201-1,9
s_016um_00144_00338-1,5
s_016um_00266_00305-1,4
s_016um_00295_00033-1,4
s_016um_00239_00210-1,8
s_016um_00272_00276-1,5
s_016um_00228_00091-1,7
s_016um_00186_00354-1,16
s_016um_00114_00317-1,5
s_016um_00227_00315-1,11
s_016um_00117_00324-1,13
s_016um_00060_00182-1,8
s_016um_00202_00203-1,8
s_016um_00114_00388-1,4
s_016um_00314_00364-1,17
s_016um_00224_00136-1,18
s_016um_00213_00323-1,17
s_016um_00299_00134-1,14
s_016um_00234_00335-1,8
s_016um_00130_00229-1,5
s_016um_00094_00071-1,6
s_016um_00270_00377-1,4
s_016um_00168_00352-1,3
s_016um_00005_00270-1,12
s_016um_00261_00071-1,10
s_016um_00032_00151-1,9
s_016um_00254_00057-1,8
s_016um_00246_00215-1,8
s_016um_00162_00359-1,11
s_016um_00247_00352-1,12
s_016um_00164_00121-1,6
s_016um_00156_00107-1,17
s_016um_00233_00078-1,10
s_016um_00320_00355-1,11
s_016um_00049_00407-1,18
s_016um_00272_00130-1,10
s_016um_00015_00396-1,4
s_016um_00015_00154-1,6
s_016um_00160_00139-1,10
s_016um_00230_00015-1,12
s_016um_00149_00265-1,5
s_016um_00171_00104-1,7
s_016um_00156_00062-1,10
s_016um_00230_00204-1,4
s_016um_00364_00239-1,11
s_016um_00336_00398-1,8
s_016um_00102_00163-1,3
s_016um_00228_00035-1,8
s_016um_00203_00117-1,9
s_016um_00303_00272-1,11
s_016um_00125_00232-1,5
s_016um_00361_00245-1,9
s_016um_00104_00199-1,8
s_016um_00141_00126-1,16
s_016um_00265_00389-1,13
s_016um_00146_00306-1,8
s_016um_00290_00018-1,8
s_016um_00290_00347-1,8
s_016um_00119_00135-1,12
s_016um_00116_00339-1,17
s_016um_00073_00224-1,8
s_016um_00307_00010-1,8
s_016um_00180_00151-1,15
s_016um_00002_00250-1,6
s_016um_00192_00277-1,7
s_016um_00019_00246-1,14
s_016um_00022_00289-1,8
s_016um_00241_00290-1,11
s_016um_00254_00053-1,16
s_016um_00034_00344-1,8
s_016um_00256_00061-1,7
s_016um_00249_00334-1,8
s_016um_00260_00141-1,10
s_016um_00002_00305-1,8
s_016um_00333_00334-1,11
s_016um_00353_00297-1,18
s_016um_00116_00192-1,8
s_016um_00220_00060-1,9
s_016um_00050_00197-1,9
s_016um_00309_00244-1,1
s_016um_00195_00056-1,9
s_016um_00181_00252-1,5
s_016um_00171_00032-1,14
s_016um_00194_00332-1,17
s_016um_00067_00013-1,6
s_016um_00134_00417-1,16
s_016um_00154_00170-1,14
s_016um_00031_00034-1,6
s_016um_00266_00100-1,16
s_016um_00041_00093-1,8
s_016um_00012_00393-1,10
s_016um_00144_00288-1,8
s_016um_00160_00304-1,12
s_016um_00006_00405-1,17
s_016um_00208_00252-1,12
s_016um_00021_00243-1,15
s_016um_00354_00349-1,13
s_016um_00039_00099-1,6
s_016um_00038_00360-1,8
s_016um_00190_00353-1,16
s_016um_00162_00266-1,5
s_016um_00366_00340-1,18
s_016um_00188_00122-1,6
s_016um_00220_00219-1,10
s_016um_00285_00138-1,17
s_016um_00353_00346-1,6
s_016um_00066_00111-1,8
s_016um_00175_00342-1,17
s_016um_00065_00303-1,8
s_016um_00079_00141-1,6
s_016um_00225_00410-1,8
s_016um_00103_00083-1,20
s_016um_00141_00407-1,17
s_016um_00340_00258-1,13
s_016um_00189_00308-1,11
s_016um_00190_00075-1,20
s_016um_00094_00177-1,6
s_016um_00196_00356-1,8
s_016um_00212_00321-1,17
s_016um_00174_00221-1,8
s_016um_00147_00050-1,7
s_016um_00354_00279-1,13
s_016um_00177_00260-1,8
s_016um_00268_00346-1,1
s_016um_00161_00177-1,15
s_016um_00143_00291-1,5
s_016um_00226_00119-1,6
s_016um_00081_00129-1,9
s_016um_00144_00190-1,3
s_016um_00231_00003-1,14
s_016um_00111_00148-1,7
s_016um_00342_00234-1,4
s_016um_00245_00294-1,9
s_016um_00074_00380-1,11
s_016um_00285_00265-1,18
s_016um_00259_00057-1,8
s_016um_00223_00073-1,6
s_016um_00025_00042-1,6
s_016um_00118_00392-1,4
s_016um_00254_00134-1,17
s_016um_00364_00260-1,8
s_016um_00110_00125-1,17
s_016um_00263_00252-1,17
s_016um_00097_00385-1,4
s_016um_00122_00012-1,10
s_016um_00120_00316-1,4
s_016um_00208_00365-1,11
s_016um_00243_00141-1,12
s_016um_00352_00293-1,8
s_016um_00028_00355-1,16
s_016um_00052_00144-1,8
s_016um_00146_00180-1,9
s_016um_00133_00215-1,7
s_016um_00312_00108-1,1
s_016um_00287_00144-1,17
s_016um_00188_00356-1,4
s_016um_00290_00259-1,18
s_016um_00005_00123-1,6
s_016um_00105_00024-1,6
s_016um_00276_00196-1,8
s_016um_00235_00277-1,20
s_016um_00301_00238-1,11
s_016um_00149_00102-1,17
s_016um_00186_00225-1,3
s_016um_00035_00207-1,8
s_016um_00167_00341-1,16
s_016um_00085_00248-1,12
s_016um_00286_00322-1,20
s_016um_00260_00332-1,16
s_016um_00190_00248-1,12
s_016um_00340_00388-1,3
s_016um_00007_00377-1,8
s_016um_00117_00121-1,17
s_016um_00120_00123-1,17
s_016um_00190_00054-1,8
s_016um_00057_00374-1,1
s_016um_00093_00357-1,1
s_016um_00182_00228-1,9
s_016um_00008_00282-1,18
s_016um_00173_00007-1,6
s_016um_00285_00321-1,20
s_016um_00343_00311-1,11
s_016um_00140_00234-1,12
s_016um_00032_00337-1,16
s_016um_00223_00244-1,9
s_016um_00169_00099-1,9
s_016um_00292_00300-1,4
s_016um_00121_00305-1,8
s_016um_00186_00333-1,1
s_016um_00215_00348-1,1
s_016um_00009_00051-1,8
s_016um_00025_00220-1,8
s_016um_00142_00386-1,11
s_016um_00282_00019-1,13
s_016um_00006_00098-1,5
s_016um_00188_00272-1,6
s_016um_00317_00230-1,18
s_016um_00249_00134-1,17
s_016um_00116_00242-1,5
s_016um_00245_00093-1,5
s_016um_00241_00211-1,12
s_016um_00277_00092-1,14
s_016um_00112_00277-1,5
s_016um_00178_00150-1,6
s_016um_00296_00384-1,16
s_016um_00091_00328-1,9
s_016um_00215_00215-1,10
s_016um_00113_00055-1,7
s_016um_00042_00010-1,8
s_016um_00058_00011-1,8
s_016um_00161_00296-1,5
s_016um_00046_00171-1,8
s_016um_00120_00151-1,9
s_016um_00169_00352-1,3
s_016um_00247_00115-1,6
s_016um_00087_00028-1,8
s_016um_00227_00160-1,9
s_016um_00130_00048-1,10
s_016um_00049_00318-1,6
s_016um_00261_00021-1,11
s_016um_00042_00033-1,6
s_016um_00113_00123-1,11
s_016um_00189_00219-1,8
s_016um_00296_00127-1,17
s_016um_00155_00418-1,11
s_016um_00088_00060-1,3
s_016um_00000_00297-1,19
s_016um_00103_00328-1,16
s_016um_00297_00008-1,8
s_016um_00333_00217-1,13
s_016um_00037_00229-1,8
s_016um_00298_00035-1,1
s_016um_00033_00310-1,8
s_016um_00094_00206-1,8
s_016um_00130_00240-1,12
s_016um_00117_00337-1,17
s_016um_00300_00186-1,11
s_016um_00219_00035-1,8
s_016um_00034_00201-1,8
s_016um_00191_00265-1,14
s_016um_00175_00258-1,20
s_016um_00114_00068-1,20
s_016um_00295_00241-1,11
s_016um_00219_00145-1,8
s_016um_00296_00068-1,18
s_016um_00026_00033-1,6
s_016um_00085_00391-1,10
s_016um_00083_00268-1,5
s_016um_00178_00401-1,17
s_016um_00199_00062-1,3
s_016um_00341_00379-1,4
s_016um_00123_00120-1,17
s_016um_00210_00322-1,8
s_016um_00210_00293-1,17
s_016um_00325_00325-1,17
s_016um_00100_00059-1,7
s_016um_00182_00153-1,15
s_016um_00190_00113-1,9
s_016um_00105_00358-1,11
s_016um_00244_00389-1,6
s_016um_00120_00197-1,9
s_016um_00026_00079-1,8
s_016um_00030_00297-1,19
s_016um_00150_00152-1,4
s_016um_00303_00211-1,4
s_016um_00103_00411-1,16
s_016um_00218_00096-1,8
s_016um_00299_00336-1,5
s_016um_00154_00221-1,8
s_016um_00336_00272-1,13
s_016um_00339_00224-1,4
s_016um_00215_00260-1,18
s_016um_00133_00182-1,9
s_016um_00070_00265-1,8
s_016um_00138_00153-1,17
s_016um_00168_00091-1,6
s_016um_00202_00030-1,18
s_016um_00276_00339-1,1
s_016um_00298_00050-1,16
s_016um_00071_00231-1,6
s_016um_00000_00185-1,8
s_016um_00176_00417-1,11
s_016um_00260_00270-1,16
s_016um_00098_00153-1,3
s_016um_00115_00104-1,18
s_016um_00256_00199-1,1
s_016um_00123_00308-1,19
s_016um_00081_00366-1,11
s_016um_00246_00057-1,5
s_016um_00270_00243-1,17
s_016um_00224_00095-1,6
s_016um_00046_00372-1,4
s_016um_00338_00365-1,6
s_016um_00158_00136-1,16
s_016um_00156_00106-1,17
s_016um_00027_00038-1,6
s_016um_00019_00113-1,6
s_016um_00199_00266-1,9
s_016um_00047_00061-1,8
s_016um_00292_00312-1,20
s_016um_00226_00037-1,9
s_016um_00162_00347-1,1
s_016um_00307_00256-1,11
s_016um_00361_00233-1,11
s_016um_00210_00324-1,8
s_016um_00128_00182-1,9
s_016um_00220_00143-1,6
s_016um_00289_00192-1,11
s_016um_00200_00373-1,16
s_016um_00356_00374-1,8
s_016um_00142_00378-1,11
s_016um_00092_00404-1,16
s_016um_00342_00388-1,13
s_016um_00066_00187-1,13
s_016um_00051_00165-1,8
s_016um_00322_00315-1,13
s_016um_00288_00198-1,16
s_016um_00099_00027-1,6
s_016um_00044_00350-1,8
s_016um_00126_00033-1,8
s_016um_00228_00309-1,17
s_016um_00017_00031-1,6
s_016um_00254_00288-1,12
s_016um_00172_00044-1,6
s_016um_00040_00210-1,8
s_016um_00004_00043-1,8
s_016um_00010_00359-1,16
s_016um_00296_00067-1,10
s_016um_00091_00212-1,8
s_016um_00367_00346-1,8
s_016um_00270_00195-1,18
s_016um_00040_00275-1,8
s_016um_00285_00309-1,12
s_016um_00237_00141-1,10
s_016um_00301_00201-1,8
s_016um_00212_00106-1,9
s_016um_00151_00306-1,6
s_016um_00208_00084-1,7
s_016um_00151_00093-1,18
s_016um_00185_00271-1,5
s_016um_00171_00272-1,12
s_016um_00038_00102-1,6
s_016um_00311_00271-1,17
s_016um_00094_00365-1,16
s_016um_00139_00042-1,9
s_016um_00180_00046-1,6
s_016um_00232_00203-1,18
s_016um_00031_00204-1,8
s_016um_00086_00068-1,20
s_016um_00312_00276-1,17
s_016um_00047_00139-1,15
s_016um_00207_00398-1,16
s_016um_00128_00171-1,8
s_016um_00270_00391-1,12
s_016um_00309_00305-1,20
s_016um_00207_00254-1,12
s_016um_00086_00168-1,8
s_016um_00260_00355-1,13
s_016um_00085_00312-1,10
s_016um_00259_00027-1,10
s_016um_00136_00028-1,9
s_016um_00037_00282-1,5
s_016um_00213_00246-1,5
s_016um_00006_00037-1,3
s_016um_00115_00276-1,8
s_016um_00158_00112-1,10
s_016um_00093_00313-1,15
s_016um_00114_00164-1,9
s_016um_00178_00312-1,16
s_016um_00044_00158-1,9
s_016um_00283_00287-1,9
s_016um_00143_00410-1,13
s_016um_00222_00222-1,14
s_016um_00177_00086-1,9
s_016um_00055_00052-1,6
s_016um_00280_00318-1,17
s_016um_00019_00243-1,15
s_016um_00034_00081-1,8
s_016um_00092_00289-1,19
s_016um_00164_00094-1,9
s_016um_00048_00251-1,8
s_016um_00019_00202-1,8
s_016um_00141_00319-1,5
s_016um_00032_00024-1,8
s_016um_00097_00113-1,8
s_016um_00147_00111-1,17
s_016um_00322_00410-1,8
s_016um_00091_00294-1,8
s_016um_00127_00410-1,13
s_016um_00165_00373-1,11
s_016um_00138_00108-1,10
s_016um_00260_00238-1,17
s_016um_00124_00388-1,18
s_016um_00206_00069-1,7
s_016um_00154_00235-1,19
s_016um_00194_00397-1,4
s_016um_00096_00340-1,17
s_016um_00089_00401-1,13
s_016um_00334_00253-1,18
s_016um_00109_00368-1,20
s_016um_00152_00124-1,18
s_016um_00183_00172-1,9
s_016um_00241_00044-1,8
s_016um_00263_00196-1,11
s_016um_00368_00241-1,13
s_016um_00217_00330-1,17
s_016um_00171_00022-1,10
s_016um_00198_00387-1,9
s_016um_00163_00291-1,12
s_016um_00330_00214-1,8
s_016um_00160_00405-1,16
s_016um_00071_00279-1,8
s_016um_00050_00359-1,4
s_016um_00127_00413-1,17
s_016um_00335_00252-1,4
s_016um_00245_00156-1,8
s_016um_00087_00084-1,7
s_016um_00337_00370-1,11
s_016um_00251_00230-1,17
s_016um_00069_00070-1,6
s_016um_00289_00012-1,13
s_016um_00205_00386-1,5
s_016um_00069_00123-1,8
s_016um_00194_00135-1,9
s_016um_00221_00123-1,9
s_016um_00318_00068-1,8
s_016um_00181_00213-1,6
s_016um_00061_00218-1,8
s_016um_00284_00289-1,12
s_016um_00073_00160-1,6
s_016um_00087_00052-1,6
s_016um_00263_00379-1,8
s_016um_00256_00190-1,8
s_016um_00034_00074-1,9
s_016um_00194_00313-1,1
s_016um_00249_00157-1,7
s_016um_00307_00417-1,8
s_016um_00305_00056-1,8
s_016um_00131_00202-1,3
s_016um_00305_00123-1,17
s_016um_00348_00227-1,11
s_016um_00071_00299-1,5
s_016um_00066_00090-1,9
s_016um_00254_00333-1,6
s_016um_00084_00015-1,6
s_016um_00087_00219-1,8
s_016um_00130_00220-1,8
s_016um_00064_00364-1,13
s_016um_00021_00262-1,8
s_016um_00196_00251-1,12
s_016um_00358_00334-1,11
